Municipio,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Bogotá, D.C. Cap.",0.39983736270584563,0.23373271838713425,0.3424226925983828,0.12265843346917982,0.14839665508543196,0.052680995107120876,0.25826596358062515,0.15317518761088447,0.18983369682267748,0.16315066524683755
Cali (Vac) Cap.,0.45895939219089776,0.27440162153064884,0.5464692394742054,0.8614377395873714,0.3591241321540894,0.17845264602891558,0.44392830380322257,0.44155022987104964,0.5699487090004108,0.9141444261131885
Medellín (Ant) Cap.,0.30519693704353984,0.5601538440988438,1.0208087612613284,0.25157042839928256,0.2060047076195785,0.08053004878107706,0.6710286158179603,0.3497563364189615,0.38270802668852694,0.6406079897382136
Cúcuta (Nsa) Cap.,0.44876119472197,0.5945506460535958,1.4705233592635618,0.28956173383774986,0.84303407965267,0.8008574513779421,0.5147302941940997,0.2538422192917548,1.1363837239547163,1.7596605363445315
Buenaventura (Vac),3.3234184682364276,1.9861038930946477,0.9884157672083185,1.6393281377560218,0.6489545342453308,0.6447577967336571,1.924143836165566,2.5517690138688645,2.2169929341268055,2.2012370952475293
Arauquita (Ara),4.509582863585119,2.2198051011121223,6.509710317890853,4.215673875468994,6.019140867960114,3.744827457074915,7.116298101727481,0.0,12.013042732109147,11.883541295306001
Tibú (Nsa),0.0,6.014434643143544,7.89593162123216,5.801697963604015,1.866159071399246,3.5391966023712618,3.405936547402122,0.0,10.02590024229259,14.970308887373376
Tame (Ara),20.270099070109204,17.495188823073654,2.4514009756575885,0.0,0.0,2.1394493057487,0.0,3.9889903865331684,29.55432084170706,0.0
Arauca (Ara) Cap.,10.314595152140278,2.5498495588760264,0.0,1.222135314822057,2.336858094292224,2.17687074829932,5.164542318259755,5.043220398817869,1.992726548099437,1.9712784726534394
Tumaco + (Nar),2.0884325895728737,0.0,0.0,2.000136009248629,1.1827927313444015,0.0,0.7780526897281483,0.38904147960255525,1.1658363321234544,3.493368422278375
Saravena (Ara),11.725162198077074,0.0,5.741846577859439,1.8758558592357761,3.600100802822479,1.6751260532355061,1.587200812646816,1.5499070055796653,4.593195945739045,13.630993850907217
Palmira (Vac),0.2935392021604485,0.29233013426723065,0.2908371748076839,0.0,0.0,0.2840779964547066,0.2822586335859548,2.5262519683713256,0.5574042797500599,0.5534417156693185
Barranquilla (Atl) Cap.,0.0,0.0863519827710524,0.0,0.0,0.08289681253466123,0.08044689861116475,0.15695507161075142,0.6167690246260452,0.2285761307089746,0.07534608339756586
Ocaña + (Nsa),4.487967758439623,1.7859534759119524,0.884016973125884,3.4840474178853578,5.918510564541358,0.8025488952914456,0.7733473566987349,0.0,2.276452376616281,6.798250583516508
Granada (Met),0.0,1.5221626887481734,0.0,1.4763416254521298,0.0,0.0,1.4168921886733639,5.6200297861578665,4.182642035552457,6.919553273640654
Bello (Ant),0.0,0.40815160383172727,0.40030342999993995,0.7842660544163003,0.0,0.0,0.5433266805999776,0.1783068339660254,1.0535779507206473,0.34579581448746144
Ipiales (Nar),0.0,1.7554022504256852,0.0,1.7338835523806222,3.4442377901770334,0.0,2.589868434683518,2.5904498747949227,3.450179409329285,0.8615193755707565
Corinto (Cau),0.0,4.013807497792405,0.0,3.989626969878316,7.909515146721506,3.946018467366427,11.79245283018868,19.498498615606596,3.8689209579448294,3.8383295589759334
Rionegro (Ant),0.7987539438475978,0.0,0.0,0.0,0.738198058539106,0.0,0.699325151229064,4.819542556560775,0.0,1.3352382732698649
Quibdó (Cho) Cap.,4.013871941429581,0.7942244001620219,0.7866644640061674,0.7799460277348806,0.0,0.0,0.764379896808714,0.7582305930879699,4.514061300952467,1.4935850522007976
Barbacoas (Nar),3.829876869458647,1.8833101058420278,5.557202133965619,1.823519757836576,0.0,0.0,3.5381948130064043,0.0,3.5344431484819565,10.590789543360458
Villa Del Rosario (Nsa),1.032865789419323,0.0,0.0,2.0167592695297927,1.9617074701820465,1.8641413764819923,0.8988440865047549,0.8865405414989627,3.5278346151132434,0.8779400015802921
Santa Rosa Del Sur (Bol),0.0,0.0,0.0,0.0,3.063162408870918,0.0,2.8928488775746355,0.0,2.820715333408552,19.549796123554714
Popayán (Cau) Cap.,0.9892273145446092,0.6519287311511105,1.6107780380079184,0.3184165780407191,0.0,0.31056768667447227,0.0,0.6094978042841601,0.30234315948601664,1.4997810319693323
Jamundí (Vac),1.3502383170629617,0.0,0.0,1.9192261680090585,1.2509616767890315,1.8274965125274887,0.0,0.0,0.5907372400756143,2.9326889238204723
Maicao (Lag),1.318939309007696,0.0,0.6288912647003333,1.2215157789300743,1.758684972623137,1.1183680773016014,0.5403302498487075,0.0,1.561808574329073,1.0273532811095416
El Tarra (Nsa),0.0,5.48065329387263,21.474204112310087,10.40582726326743,0.0,0.0,9.121590805436467,0.0,17.900295354873357,8.909479686386316
Copacabana (Ant),0.0,1.3550869965851808,2.66819643262137,0.0,0.0,0.0,0.0,0.0,0.0,8.167456187431453
Convención (Nsa),11.230276826323768,0.0,0.0,16.667592644035782,0.0,0.0,10.17967119662035,0.0,4.995254508217194,19.889612649793644
Caloto (Cau),0.0,3.611803373424351,0.0,0.0,3.3133428315827835,0.0,19.857029388403493,0.0,0.0,3.2316442605997935
Cajibío (Cau),0.0,0.0,0.0,4.775663220229709,2.3801589946208406,0.0,0.0,0.0,4.59484917407586,11.396530895995259
Ábrego (Nsa),0.0,6.588049278608604,0.0,3.2338388901464925,3.146039136726861,6.060055146501833,0.0,5.814798662596307,2.89234685023428,5.758378440631118
Puerto Gaitán (Met),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2740710419793513,0.0,11.199713287339845
Pasto (Nar) Cap.,0.25926213994970315,0.0,0.0,0.0,0.0,0.0,0.254719312054082,0.0,0.5088941983516917,0.7624353200703473
Fortul (Ara),24.342745861733203,11.892020454275182,17.338033866959485,5.581603036392052,21.121554546414615,5.0867287247571085,0.0,4.847544718600029,0.0,18.948365703458077
Valledupar (Ces) Cap.,0.0,0.43965126861373555,0.0,0.0,0.2040504004489109,0.0,0.0,0.36755652100401737,0.5434310059994784,0.0
Teorama (Nsa),0.0,0.0,0.0,0.0,24.702031742110787,5.868544600938967,0.0,0.0,11.106175033318525,11.05522082803604
San Juan De Arama (Met),0.0,0.0,0.0,10.975743606629349,0.0,0.0,0.0,22.37637055269635,11.102475852115022,22.040996253030638
Riofrío (Vac),6.32351081320349,0.0,6.40450877417702,0.0,0.0,0.0,0.0,0.0,0.0,31.707781089479354
Río De Oro (Ces),0.0,0.0,6.279829188646069,12.267680794945715,0.0,0.0,5.620187714269657,5.505698397841766,5.426819341184133,10.71007818357074
Piendamó (Cau),2.5595085743537243,2.530556469367614,2.50457084178626,0.0,0.0,12.088390309946329,0.0,0.0,0.0,0.0
La Estrella (Ant),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.320872786114307
Bolívar (Cau),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.642260416112382,2.6395671109937973
Villanueva (Cas),3.081664098613251,0.0,2.9663907923229806,0.0,0.0,0.0,2.76365244306876,0.0,0.0,8.116224332440549
Túquerres (Nar),0.0,0.0,2.249212775528565,0.0,2.2356860202553155,0.0,0.0,0.0,2.241448872551217,6.716367788300088
Tarazá (Ant),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.643030116988983
Santander De Quilichao (Cau),0.9476427386875148,0.0,0.9267325264582136,1.8312502861328572,6.337996287745032,0.8945423968368981,0.0,0.0,0.8708373972411871,1.7279364119400404
San Carlos De Guaroa (Met),0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.403573629081947,0.0,15.172204521316946
Puerto Tejada (Cau),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3738308882875185,7.065140596297866,0.0
Paz De Ariporo (Cas),0.0,2.9227801484772313,0.0,0.0,0.0,0.0,0.0,0.0,5.27245406374397,5.242326544520458
Patía / El Bordo (Cau),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6250853152727465,7.8131103992499416
Pailitas (Ces),5.7927359091699016,0.0,0.0,0.0,0.0,5.21294896522963,10.14970819588937,4.971661529283086,0.0,0.0
Ituango (Ant),0.0,0.0,0.0,0.0,3.693580556991948,3.6471060213720414,0.0,0.0,0.0,10.308215647871354
Guarne (Ant),0.0,0.0,0.0,1.8575276307235071,0.0,0.0,0.0,6.771282988844312,0.0,0.0
El Tambo (Cau),0.0,3.758621337693334,0.0,0.0,3.7111948191720323,0.0,1.8598076958842458,3.690173069116941,1.830529572205239,0.0
Curumaní (Ces),5.773172069393528,0.0,0.0,0.0,0.0,2.5895331071807752,0.0,0.0,2.4342745861733204,4.803996925441968
Caucasia (Ant),0.0,0.0,0.0,0.0,1.1084876902441998,0.0,0.0,1.0317042722873915,1.0160226776261647,2.0008203363378985
Cartagena De Indias (Bol) Cap.,0.0,0.10685050652482618,0.21156946460231288,0.0,0.0,0.0,0.09720666915515741,0.0,0.09478358537868412,0.18769297183666958
Candelaria (Vac),0.0,0.0,0.0,0.0,0.0,0.0,2.122894354162465,0.0,0.0,2.081252081252081
Zipaquirá (Cun),0.0,0.0,0.8472924768900977,0.0,0.766066326022507,0.7212197268019674,0.0,0.0,0.0,1.23881197931184
Yopal (Cas) Cap.,0.0,1.9057662133060598,0.6220955912085451,0.0,0.5937078838469896,0.0,1.6883526180721264,0.0,0.0,0.0
Totoró (Cau),0.0,0.0,0.0,4.150410890678177,0.0,0.0,11.713259409651727,0.0,0.0,0.0
Tadó (Cho),0.0,23.108030040439054,17.107664233576642,5.606638259699484,5.5521625673199715,5.578800557880056,0.0,11.075423634954037,0.0,0.0
Solita (Caq),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2962962962963,0.0
Soacha (Cun),0.1918115643192128,0.0,0.1715245271497598,0.0,0.3029481398226844,0.0,0.0,0.12761091941115216,0.0,0.2405988987788403
Sibaté (Cun),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.247415647793462,0.0,2.473410833539451
Sardinata (Nsa),0.0,8.339588024351597,4.1380451874534465,4.0894777736883,0.0,0.0,3.7307864497836145,0.0,3.661394258933802,3.64471334329555
Santiago (Nsa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75943270002676,53.276505061267976
Samaniego (Nar),0.0,0.0,3.254678600488202,0.0,0.0,0.0,0.0,0.0,0.0,10.791755099104284
Puerto Lleras (Met),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.011406844106464,9.434852344560808
Puerto Asís (Put),1.6680010675206831,1.637089908977801,0.0,1.5730690577316344,1.5416159218092405,0.0,1.4878516909434467,0.0,0.0,2.856897980173128
Pitalito (Hui),0.0,0.8483491126268282,0.8332638946754437,0.0,0.0,0.0,0.0,0.7709505820676895,0.0,1.518199415493225
Pereira (Ris) Cap.,0.22090855269552617,1.3170632124488815,0.4356985227641586,0.8645508226201077,0.6420284675422508,0.0,0.0,0.0,0.2060271172891776,0.40777712533437727
Pelaya (Ces),5.333333333333333,5.239442523315519,5.118755118755119,0.0,0.0,0.0,0.0,4.394831677946735,0.0,8.548835221201111
Páez / Belalcázar (Cau),0.0,0.0,0.0,0.0,0.0,2.160853969488742,0.0,4.244121891180715,0.0,0.0
Mosquera (Cun),0.9842035332906846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187735907431471,1.2033477133385075
Mesetas (Met),0.0,9.096697898662786,0.0,0.0,0.0,0.0,0.0,19.01863826550019,9.435742592942065,0.0
Malambo (Atl),0.0,0.0,0.0,0.0,0.0,0.0,2.149520656893513,0.0,0.0,0.0
La Plata (Hui),0.0,0.0,0.0,0.0,1.6386458230917968,1.6198266785453959,0.0,0.0,0.0,3.130576339104029
Hacarí (Nsa),0.0,0.0,10.406910188365075,0.0,0.0,29.007928833881262,0.0,0.0,0.0,0.0
Facatativá (Cun),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6165038069110076,0.0,1.1623581923005393
Envigado (Ant),0.0,0.4661157178881229,0.0,0.8950307890591436,0.0,0.4235242298211881,0.0,0.812998215468917,0.0,0.0
Dosquebradas (Ris),0.0,0.0,0.4726076600249537,0.46693406424078854,0.0,0.0,0.446863465336801,0.0,0.8783641346356544,0.0
Cáqueza (Cun),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.148454857604525
Barbosa (Ant),0.0,2.018163471241171,0.0,0.0,0.0,0.0,1.8400279684251202,0.0,1.7840258326940572,1.7566048341765037
Andalucía (Vac),0.0,0.0,0.0,0.0,0.0,8.882966910948257,0.0,4.402183483007572,0.0,0.0
Aguachica (Ces),1.0005002501250626,0.0,0.0,0.9423383183030372,0.0,0.8728364566331207,0.0,0.8254911672445104,0.8136564091715351,0.0
Zona Bananera / Prado - Sevilla (Mag),1.6608536787908985,0.0,0.0,0.0,2.9102761852099763,0.0,2.7051519619114606,0.0,0.0,0.0
Yolombó (Ant),4.506534474988734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125582738561822,4.06223341593208
Yarumal (Ant),0.0,0.0,2.457545894669583,0.0,0.0,0.0,0.0,2.3073373327180433,0.0,2.2373366744227674
Vistahermosa (Met),28.1944287808729,0.0,0.0,0.0,0.0,0.0,11.911852293031567,0.0,0.0,0.0
Viotá (Cun),8.021175904387583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.066771200836273
Villavicencio (Met) Cap.,0.8101741671915921,0.596371674730937,0.39027283974226384,0.38336208548974504,0.5646793092089784,0.0,0.0,0.0,0.0,0.35823098375601603
Uribia (Lag),1.363986660210463,1.337533187542216,0.0,0.0,0.0,0.5623822512161516,0.0,0.0,0.0,0.5000325021126373
Tuluá (Vac),0.0,0.9639251030194954,0.47880108209044553,0.0,0.0,0.0,0.0,0.0,0.4512553925019404,0.44804674023594143
Tello (Hui),8.553588230262596,8.561643835616438,0.0,0.0,0.0,0.0,0.0,0.0,16.679176048703194,0.0
Tamalameque (Ces),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.964451866873435,5.885468777588135
Suárez (Cau),0.0,0.0,3.2042039155371844,0.0,0.0,0.0,0.0,0.0,3.0254439839046383,3.0015608116220434
Sopetrán (Ant),0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.695994413762458,0.0,0.0
Sincelejo (Suc) Cap.,0.7627794156346897,0.0,0.0,0.366926695384796,0.0,0.0,0.0,0.6710013352926573,0.0,0.0
Silvia (Cau),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.129915099905097
Segovia (Ant),11.217364480215373,0.0,2.731867231252561,0.0,0.0,0.0,5.078849132786511,0.0,0.0,0.0
